"probe_id","chr","pos","UCSC_RefGene_Name","Relation_to_Island","array"
"cg15765789","chr5",39224442,"FYB","OpenSea","EPIC"
"cg01594316","chr1",40904200,"","OpenSea","EPIC"
"cg21979287","chr15",45007854,"B2M","S_Shelf","EPIC"
"cg16566718","chr12",74932416,"ATXN7L3B;ATXN7L3B","S_Shore","EPIC"
"cg20732787","chr19",3191211,"NCLN","Island","EPIC"
"cg25985943","chr18",42872382,"SLC14A2","OpenSea","EPIC"
"cg22500518","chr7",1585359,"TMEM184A","N_Shore","EPIC"
"cg25624391","chr6",25926433,"SLC17A2;SLC17A2;SLC17A2","OpenSea","EPIC"
"cg27243685","chr21",43642366,"ABCG1;ABCG1;ABCG1;ABCG1;ABCG1;ABCG1","S_Shelf","EPIC"
"cg13981001","chr9",130211749,"RPL12;SNORA65","N_Shore","EPIC"
"cg13182599","chr14",69282992,"","N_Shore","EPIC"
"cg05071208","chr9",94942929,"","OpenSea","EPIC"
"cg04277040","chr16",80603851,"LINC01227;LINC01227","OpenSea","EPIC"
"cg15554126","chr1",10690443,"PEX14","OpenSea","EPIC"
"cg13753585","chr12",54677175,"HNRNPA1P10;HNRNPA1;HNRNPA1","S_Shelf","EPIC"
"cg15536575","chr5",147763508,"FBXO38;FBXO38","Island","EPIC"
"cg02850815","chr8",144896183,"SCRIB;SCRIB;MIR937","N_Shore","EPIC"
"cg12836643","chr22",39129370,"GTPBP1","OpenSea","EPIC"
"cg14390305","chr6",21649195,"","OpenSea","EPIC"
"cg18396403","chr22",38615368,"TMEM184B","OpenSea","EPIC"
"cg12424624","chr3",46718941,"ALS2CL;ALS2CL","OpenSea","EPIC"
"cg05722197","chr7",5674439,"RNF216;RNF216","OpenSea","EPIC"
"cg12883014","chr12",104855500,"CHST11","S_Shelf","EPIC"
"cg00375132","chr10",22768370,"","S_Shore","EPIC"
"cg00649318","chr9",124409433,"DAB2IP","OpenSea","EPIC"
"cg07978331","chr16",75046041,"ZNRF1","OpenSea","EPIC"
"cg20300794","chr2",234359705,"DGKD;DGKD","OpenSea","EPIC"
"cg26682701","chr7",101907724,"CUX1;CUX1;CUX1;CUX1;CUX1","OpenSea","EPIC"
"cg08662265","chr12",54679251,"","OpenSea","EPIC"
"cg02544979","chr12",55368021,"TESPA1;TESPA1;TESPA1;TESPA1","OpenSea","EPIC"
"cg19374981","chr17",78013696,"CCDC40;CCDC40","S_Shelf","EPIC"
"cg15535313","chr16",72206322,"PMFBP1;PMFBP1;PMFBP1","OpenSea","EPIC"
"cg17415380","chr3",71447574,"FOXP1;FOXP1;FOXP1;FOXP1;FOXP1","OpenSea","EPIC"
"cg14142087","chr9",110479859,"","S_Shore","EPIC"
"cg20141108","chr1",165907859,"","N_Shelf","EPIC"
"ch.21.25580530F","chr21",26658659,"","OpenSea","EPIC"
"cg11583319","chr17",36880677,"MLLT6","OpenSea","EPIC"
"cg26643180","chr15",43509027,"EPB42;EPB42","OpenSea","EPIC"
"cg07669182","chr5",39203755,"FYB;FYB","OpenSea","EPIC"
"cg20040976","chr15",70766226,"","OpenSea","EPIC"
"cg19808047","chr17",75241555,"","N_Shore","EPIC"
"cg13033323","chr5",14268960,"TRIO","OpenSea","EPIC"
"cg15564329","chr22",26859954,"HPS4;HPS4;HPS4;HPS4","OpenSea","EPIC"
"cg10410637","chr3",18028561,"LOC339862","OpenSea","EPIC"
"cg27456987","chr17",73520468,"LLGL2;LLGL2;LLGL2;TSEN54","N_Shore","EPIC"
"cg22278522","chr16",57680740,"ADGRG1;ADGRG1;ADGRG1;ADGRG1;ADGRG1;ADGRG1;ADGRG1;ADGRG1;ADGRG1;ADGRG1;ADGRG1","OpenSea","EPIC"
"cg01850331","chr15",67383558,"SMAD3","OpenSea","EPIC"
"cg02718064","chr15",65059529,"RBPMS2","OpenSea","EPIC"
"cg26260531","chr10",10251417,"","OpenSea","EPIC"
"cg02074274","chr21",45178331,"PDXK","S_Shore","EPIC"
"cg24749333","chr9",124087768,"GSN;GSN;GSN;GSN;GSN;GSN;GSN;GSN;GSN;GSN","OpenSea","EPIC"
"cg21071466","chr2",74805822,"M1AP;M1AP;M1AP","OpenSea","EPIC"
"cg11297046","chr19",49657000,"HRC","S_Shore","EPIC"
"cg06989132","chr3",150854201,"MED12L","OpenSea","EPIC"
"cg06044108","chr7",100850092,"PLOD3","OpenSea","EPIC"
"cg21017748","chr4",159742567,"FNIP2","OpenSea","EPIC"
"cg05562794","chr14",96129406,"TCL6","OpenSea","EPIC"
"cg00057840","chr2",240076109,"HDAC4","OpenSea","EPIC"
"cg00147801","chr17",3699818,"ITGAE","OpenSea","EPIC"
"cg20217781","chr21",30591695,"LINC00189","OpenSea","EPIC"
"cg10982312","chr2",242572944,"THAP4","S_Shore","EPIC"
"cg21846823","chr15",44061881,"PDIA3","OpenSea","EPIC"
"cg21931506","chr3",128270704,"","N_Shelf","EPIC"
"cg19371224","chr17",1251190,"YWHAE;YWHAE","OpenSea","EPIC"
"cg10149598","chr2",122160028,"CLASP1;CLASP1;CLASP1;CLASP1","OpenSea","EPIC"
"cg00127414","chr12",6938883,"P3H3","S_Shore","EPIC"
"cg10486610","chr20",61298677,"LOC100127888;SLCO4A1","OpenSea","EPIC"
"cg16954452","chr7",44150327,"AEBP1;MIR4649;AEBP1","N_Shore","EPIC"
"cg27262415","chr11",67205166,"PTPRCAP","S_Shore","EPIC"
"cg02688432","chr1",91970745,"CDC7;CDC7;CDC7","S_Shelf","EPIC"
"cg20776499","chr3",37588705,"ITGA9","OpenSea","EPIC"
"cg13369488","chr12",53492633,"IGFBP6","S_Shore","EPIC"
"cg23983173","chr15",42564634,"TMEM87A;TMEM87A","N_Shore","EPIC"
"cg17808676","chr2",182332122,"ITGA4","OpenSea","EPIC"
"cg01918773","chr15",40144688,"GPR176;GPR176","OpenSea","EPIC"
"cg09535526","chr16",88558065,"ZFPM1","Island","EPIC"
"cg27158730","chr11",64339197,"SLC22A11;SLC22A11","S_Shelf","EPIC"
"cg13995811","chr16",927533,"LMF1;LMF1;LMF1","N_Shore","EPIC"
"cg06470568","chr12",124830716,"NCOR2;NCOR2;NCOR2","S_Shore","EPIC"
"cg19213703","chr3",177554561,"","OpenSea","EPIC"
"cg24015522","chr4",2944550,"C4orf10;NOP14","OpenSea","EPIC"
"cg05325763","chr11",68607719,"CPT1A;CPT1A","S_Shore","EPIC"
"cg07566805","chr6",155770572,"NOX3","OpenSea","EPIC"
"cg02925295","chr2",70975726,"ADD2;ADD2;ADD2;ADD2;ADD2","OpenSea","EPIC"
"cg13815475","chr17",79702512,"","OpenSea","EPIC"
"cg21572215","chr16",11760119,"","N_Shore","EPIC"
"cg08606428","chr15",27012406,"GABRB3;GABRB3;GABRB3","OpenSea","EPIC"
"cg11571108","chr14",24863662,"","OpenSea","EPIC"
"cg17484759","chr18",6732862,"","S_Shelf","EPIC"
"cg16327235","chr11",73642478,"","OpenSea","EPIC"
"cg19657945","chr8",144367392,"","S_Shore","EPIC"
"cg02348462","chr19",807147,"PTBP1;PTBP1;PTBP1;PTBP1","Island","EPIC"
"cg09261072","chr15",79170388,"MORF4L1;MORF4L1;MORF4L1;MORF4L1;MORF4L1","OpenSea","EPIC"
"cg01689405","chr1",26370407,"SLC30A2;SLC30A2","N_Shore","EPIC"
"cg17391830","chr10",122610582,"WDR11","N_Shore","EPIC"
"cg12893271","chr13",28922440,"FLT1","OpenSea","EPIC"
"cg04101002","chr5",176561952,"NSD1;NSD1","S_Shore","EPIC"
"cg00891664","chr20",44868936,"CDH22","OpenSea","EPIC"
"cg12298872","chr1",228352449,"C1orf69","N_Shore","EPIC"
"cg22708914","chr8",19170890,"SH2D4A","N_Shore","EPIC"
"cg13903162","chr4",139163019,"SLC7A11","OpenSea","EPIC"
"cg04695879","chr15",77604163,"PEAK1","OpenSea","EPIC"
"cg14543226","chr19",3384854,"NFIC;NFIC","N_Shelf","EPIC"
"cg09889479","chr16",2082689,"SLC9A3R2;SLC9A3R2","N_Shelf","EPIC"
"cg07561162","chr16",10174417,"GRIN2A;GRIN2A;GRIN2A","OpenSea","EPIC"
"cg12065228","chr1",19652788,"PQLC2;PQLC2;PQLC2","OpenSea","EPIC"
"cg16402534","chr16",4652237,"","OpenSea","EPIC"
"cg02096260","chr2",136632970,"MCM6","N_Shore","EPIC"
"cg19932420","chr1",221786038,"","OpenSea","EPIC"
"cg09370849","chr6",2730702,"MYLK4","OpenSea","EPIC"
"cg03151640","chr4",166319875,"CPE","OpenSea","EPIC"
"cg17542330","chr5",79445875,"SERINC5","OpenSea","EPIC"
"cg15526863","chr3",48602075,"UCN2;COL7A1","OpenSea","EPIC"
"cg22486366","chr1",20479732,"","OpenSea","EPIC"
"cg10460657","chr17",80560479,"FOXK2","S_Shore","EPIC"
"cg14440538","chr7",94829240,"PPP1R9A;PPP1R9A;PPP1R9A;PPP1R9A;PPP1R9A","OpenSea","EPIC"
"cg15653263","chr20",40357602,"","OpenSea","EPIC"
"cg18930529","chr2",43456487,"","S_Shore","EPIC"
"cg08159945","chr22",50686471,"HDAC10;HDAC10","N_Shelf","EPIC"
"cg20005742","chr14",103007070,"","N_Shelf","EPIC"
"cg03348845","chr1",26402313,"","OpenSea","EPIC"
"cg27457201","chr17",78854232,"RPTOR;RPTOR","N_Shelf","EPIC"
"cg02835406","chr1",901287,"PLEKHN1;PLEKHN1","Island","EPIC"
"cg17081219","chr8",50952575,"SNTG1;SNTG1;SNTG1","OpenSea","EPIC"
"cg25308111","chr2",242383075,"FARP2;FARP2;FARP2","OpenSea","EPIC"
"cg09762673","chr9",71669211,"FXN;FXN;FXN","OpenSea","EPIC"
"cg20349934","chr20",55973685,"RBM38;RBM38;RBM38","OpenSea","EPIC"
"cg08731171","chr8",121816219,"SNTB1","OpenSea","EPIC"
"cg05664974","chr7",72915960,"BAZ1B","OpenSea","EPIC"
"cg06571187","chr1",209878123,"HSD11B1;HSD11B1;HSD11B1","OpenSea","EPIC"
"cg11326574","chr12",59271109,"LRIG3;LRIG3","OpenSea","EPIC"
"cg26897830","chr10",50518408,"C10orf71","OpenSea","EPIC"
"cg18956079","chr1",1690982,"NADK;NADK;NADK;NADK","N_Shore","EPIC"
"cg17078543","chr13",47213347,"LRCH1;LRCH1;LRCH1","OpenSea","EPIC"
"cg08039193","chr16",68001157,"SLC12A4;SLC12A4;SLC12A4;SLC12A4","N_Shore","EPIC"
"cg25550013","chr16",56915638,"SLC12A3;SLC12A3;SLC12A3","OpenSea","EPIC"
"cg17782950","chr20",44045785,"PIGT","S_Shore","EPIC"
"cg26096228","chr2",111475122,"","OpenSea","EPIC"
"cg02612385","chr7",72844554,"","N_Shelf","EPIC"
"cg10762589","chr15",85874262,"","OpenSea","EPIC"
"cg14781087","chr19",41689462,"","OpenSea","EPIC"
"cg00729699","chr8",21918075,"EPB49;EPB49;EPB49;EPB49;EPB49;EPB49","S_Shelf","EPIC"
"cg13825056","chr8",17186545,"MTMR7","OpenSea","EPIC"
"cg24000650","chr19",3811161,"ZFR2","Island","EPIC"
"cg00704059","chr3",171900149,"FNDC3B;FNDC3B","OpenSea","EPIC"
"cg16409562","chr14",21485900,"NDRG2;NDRG2;NDRG2;NDRG2;NDRG2;NDRG2;NDRG2;NDRG2","OpenSea","EPIC"
"cg12085407","chr2",182055658,"LOC101927156","OpenSea","EPIC"
"cg17818900","chr14",105941190,"CRIP2;CRIP2","Island","EPIC"
"cg23850967","chr3",58885757,"C3orf67;C3orf67-AS1","OpenSea","EPIC"
"cg16301246","chr2",25312230,"EFR3B","OpenSea","EPIC"
"cg22348534","chr8",37887424,"EIF4EBP1","N_Shore","EPIC"
"cg00570438","chr21",44490426,"CBS;CBS;CBS","S_Shelf","EPIC"
"cg25345607","chr1",171335362,"","OpenSea","EPIC"
"cg23069057","chr4",14867316,"","S_Shelf","EPIC"
"cg02884884","chr7",75831418,"SRRM3","Island","EPIC"
"cg16549822","chr17",31096954,"MYO1D;MYO1D;MYO1D","OpenSea","EPIC"
"cg18060905","chr14",106332077,"","N_Shore","EPIC"
"cg02642690","chr4",2297233,"ZFYVE28;ZFYVE28;ZFYVE28","OpenSea","EPIC"
"cg15562569","chr11",119443838,"","OpenSea","EPIC"
"cg11449005","chr6",44032156,"LOC101929705","OpenSea","EPIC"
"cg22984755","chr21",16328107,"","OpenSea","EPIC"
"cg19764668","chr2",231067769,"SP110;SP110;SP110;SP110","OpenSea","EPIC"
"cg27191786","chr2",139233103,"","OpenSea","EPIC"
"cg07136393","chr13",109776430,"MYO16;MYO16","N_Shelf","EPIC"
"cg15020801","chr17",46022809,"PNPO","OpenSea","EPIC"
"cg02722214","chr10",121578137,"INPP5F;INPP5F","Island","EPIC"
"cg19572574","chr10",63592731,"","OpenSea","EPIC"
"cg25282776","chr9",35798844,"NPR2","OpenSea","EPIC"
"cg07056299","chr7",73393148,"","OpenSea","EPIC"
"cg19379721","chr19",19737143,"LPAR2","N_Shore","EPIC"
"cg13371740","chr1",212839233,"","OpenSea","EPIC"
"cg01378158","chr16",67312308,"PLEKHG4;PLEKHG4;PLEKHG4;PLEKHG4;PLEKHG4;PLEKHG4","N_Shore","EPIC"
"cg25504140","chr1",184917084,"FAM129A","OpenSea","EPIC"
"cg13532099","chr13",51889887,"","OpenSea","EPIC"
"cg07491249","chr6",108975258,"FOXO3;FOXO3","OpenSea","EPIC"
"cg13227833","chr17",76899772,"CEP295NL;CEP295NL;TIMP2","S_Shelf","EPIC"
"cg19818473","chr8",38006227,"STAR","OpenSea","EPIC"
"cg07693844","chr1",151148490,"TMOD4;TMOD4","OpenSea","EPIC"
"cg00509451","chr11",64811775,"SAC3D1","N_Shelf","EPIC"
"cg00504285","chr22",20019887,"C22orf25;MIR185","OpenSea","EPIC"
"cg20659967","chr20",22588572,"LINC01384","OpenSea","EPIC"
"cg20525924","chr19",11180452,"","OpenSea","EPIC"
"cg22690576","chr15",91260127,"BLM","N_Shore","EPIC"
"cg16881073","chr9",72424572,"","OpenSea","EPIC"
"cg20484086","chr1",227015727,"","OpenSea","EPIC"
"cg00754604","chr2",161230046,"RBMS1;RBMS1","OpenSea","EPIC"
"cg14527110","chr5",131561292,"P4HA2;P4HA2;P4HA2;P4HA2;P4HA2","N_Shore","EPIC"
"cg15007073","chr9",139833844,"","N_Shore","EPIC"
"cg05432903","chr13",52385804,"","OpenSea","EPIC"
"cg16238632","chr9",134724241,"","OpenSea","EPIC"
"cg24714606","chr13",98019621,"MBNL2;MBNL2","OpenSea","EPIC"
"cg04326084","chr7",84002153,"","OpenSea","EPIC"
"cg12275605","chr6",15448269,"JARID2;JARID2","OpenSea","EPIC"
"cg00186499","chr20",55975578,"RBM38;RBM38","OpenSea","EPIC"
"cg00094412","chr6",29592854,"GABBR1;GABBR1;GABBR1","N_Shelf","EPIC"
"cg05491836","chr22",36771631,"MYH9","OpenSea","EPIC"
"cg20727187","chr21",43648287,"ABCG1;ABCG1;ABCG1;ABCG1;ABCG1;ABCG1","OpenSea","EPIC"
"cg02378763","chr9",134363027,"PRRC2B","OpenSea","EPIC"
"cg16246425","chr3",169758473,"GPR160","S_Shore","EPIC"
"cg10032564","chr10",120558927,"","OpenSea","EPIC"
"cg14615927","chr2",240259213,"HDAC4","OpenSea","EPIC"
"cg05612693","chr21",36310945,"RUNX1","OpenSea","EPIC"
"cg17480461","chr12",6691577,"SCARNA11;CHD4","OpenSea","EPIC"
"cg16152139","chr22",42858152,"","OpenSea","EPIC"
"cg02947519","chr1",85619427,"","OpenSea","EPIC"
"cg15582417","chr7",55605399,"VOPP1;VOPP1;VOPP1;VOPP1;VOPP1","OpenSea","EPIC"
"cg02372435","chr2",2850104,"","OpenSea","EPIC"
"cg27646484","chr16",31210736,"","N_Shelf","EPIC"
"cg14747813","chr8",23848786,"","OpenSea","EPIC"
"cg00014380","chr16",4424290,"VASN;CORO7-PAM16;CORO7;CORO7;CORO7","S_Shelf","EPIC"
"cg22711149","chr5",138611733,"SNHG4;SNHG4;MATR3;MATR3;MATR3","S_Shore","EPIC"
"cg24924577","chr15",90735148,"SEMA4B","OpenSea","EPIC"
"cg15145985","chr7",99051547,"CPSF4;CPSF4","OpenSea","EPIC"
"cg18590502","chr3",49203081,"CCDC71","N_Shore","EPIC"
"cg08151621","chr19",28995456,"LOC100420587","OpenSea","EPIC"
"cg03396826","chr1",180161452,"QSOX1;QSOX1","OpenSea","EPIC"
"cg20065005","chr1",16712408,"C1orf144;C1orf144","OpenSea","EPIC"
"cg13240333","chr8",77528456,"ZFHX4-AS1","OpenSea","EPIC"
"cg01307228","chr10",90152007,"RNLS;RNLS","OpenSea","EPIC"
"cg01176329","chr6",29592381,"GABBR1;GABBR1;GABBR1","N_Shelf","EPIC"
"cg02988788","chr1",153545915,"","OpenSea","EPIC"
"cg20379593","chr11",65198023,"","OpenSea","EPIC"
"cg15028525","chr16",31223231,"","N_Shelf","EPIC"
"cg12238761","chr5",173161860,"LINC01484","OpenSea","EPIC"
"cg23923854","chr11",64660996,"","N_Shore","EPIC"
"cg02003183","chr14",103415882,"CDC42BPB","OpenSea","EPIC"
"cg01256264","chr13",30716719,"","OpenSea","EPIC"
"cg20156413","chr14",103561030,"","S_Shelf","EPIC"
"cg07499142","chr1",9788715,"PIK3CD","N_Shore","EPIC"
"cg01062024","chr3",49065979,"IMPDH2","N_Shore","EPIC"
"cg08594100","chr16",71919454,"ZNF821;ZNF821;ZNF821","S_Shore","EPIC"
"cg03135835","chr19",29547461,"","OpenSea","EPIC"
"cg24555528","chr12",50046087,"FMNL3;FMNL3","OpenSea","EPIC"
"cg25632986","chr16",67229444,"E2F4","N_Shelf","EPIC"
"cg02385309","chr22",38609371,"MAFF;MAFF;MAFF;MAFF","N_Shore","EPIC"
"cg02812809","chr19",39361447,"RINL","S_Shore","EPIC"
"cg24214602","chr7",55852,"","OpenSea","EPIC"
"cg09151120","chr6",111407643,"SLC16A10","N_Shore","EPIC"
"cg22095582","chr15",90131512,"C15orf42","OpenSea","EPIC"
"cg21846903","chr17",26697281,"VTN;VTN","N_Shore","EPIC"
"cg14138801","chr8",27267103,"PTK2B;PTK2B;PTK2B;PTK2B","OpenSea","EPIC"
"cg03589820","chr3",11585825,"ATG7;ATG7;ATG7","OpenSea","EPIC"
"cg15878300","chr17",73008137,"ICT1;ICT1","N_Shore","EPIC"
"cg13702217","chr11",107735542,"","OpenSea","EPIC"
"cg03636488","chr12",132551127,"EP400","OpenSea","EPIC"
"cg21993290","chr2",233703120,"GIGYF2;GIGYF2;GIGYF2;GIGYF2","OpenSea","EPIC"
"cg14701959","chr6",15268104,"JARID2;JARID2","OpenSea","EPIC"
"cg00013530","chr3",50266327,"GNAI2;GNAI2","S_Shore","EPIC"
"cg00626957","chr7",37581737,"","OpenSea","EPIC"
"cg23265542","chr13",47183518,"LRCH1;LRCH1;LRCH1","OpenSea","EPIC"
"cg19093370","chr17",17110180,"PLD6","Island","EPIC"
"cg24130673","chr6",44144213,"CAPN11","OpenSea","EPIC"
"cg07523655","chr2",86262641,"POLR1A","OpenSea","EPIC"
"cg02586198","chr16",29820119,"MAZ;MAZ","S_Shore","EPIC"
"cg19289287","chr1",28373419,"EYA3;EYA3;EYA3;EYA3;EYA3","OpenSea","EPIC"
"cg13136003","chr17",7801354,"CHD3;CHD3;CHD3","OpenSea","EPIC"
"cg09408629","chr6",138192297,"TNFAIP3;TNFAIP3;TNFAIP3","S_Shelf","EPIC"
"cg09977718","chr17",78854273,"RPTOR;RPTOR","N_Shelf","EPIC"
"cg05273639","chr6",71978524,"","OpenSea","EPIC"
"cg07808610","chr16",68266514,"ESRP2","N_Shelf","EPIC"
"cg04459437","chr17",37365365,"","N_Shore","EPIC"
"cg15363332","chr10",26042661,"","OpenSea","EPIC"
"cg08320670","chr14",77543192,"LOC102724190","OpenSea","EPIC"
"cg03482769","chr19",10445593,"RAVER1;ICAM3","Island","EPIC"
"cg01067137","chr16",31090322,"ZNF646","N_Shore","EPIC"
"cg16925459","chr7",18548581,"HDAC9;HDAC9;HDAC9;HDAC9;HDAC9","OpenSea","EPIC"
"cg25912032","chr2",235459573,"","OpenSea","EPIC"
"cg10531355","chr5",79489249,"SERINC5","OpenSea","EPIC"
"cg19089328","chr11",71210210,"NADSYN1","OpenSea","EPIC"
"cg19859756","chr6",17843786,"KIF13A;KIF13A;KIF13A;KIF13A","OpenSea","EPIC"
"cg11637118","chr16",4576897,"CDIP1;CDIP1;CDIP1;CDIP1","OpenSea","EPIC"
"cg14871035","chr19",3404252,"NFIC;NFIC;NFIC;NFIC;NFIC","OpenSea","EPIC"
"cg22037492","chr13",36063461,"NBEA;MIR548F5;NBEA","OpenSea","EPIC"
"cg21719817","chr6",15518131,"JARID2","S_Shore","EPIC"
"cg08971468","chr7",150737213,"ABCB8;ABCB8;ABCB8;ABCB8","N_Shelf","EPIC"
"cg17056629","chr11",68566777,"CPT1A;CPT1A","OpenSea","EPIC"
"cg25957379","chr15",66234897,"MEGF11","OpenSea","EPIC"
"cg26301974","chr11",71929392,"FOLR2;FOLR2;FOLR2;FOLR2","OpenSea","EPIC"
"cg01370759","chr7",2701419,"TTYH3","Island","EPIC"
"cg00594278","chr22",40296407,"GRAP2","OpenSea","EPIC"
"cg21152304","chr1",20501733,"PLA2G2C","OpenSea","EPIC"
"cg22199562","chr8",49977569,"C8orf22","OpenSea","EPIC"
"cg23631370","chr20",60912809,"LAMA5","S_Shore","EPIC"
"cg01799033","chr13",100159494,"TM9SF2","OpenSea","EPIC"
"cg20873023","chr16",2094179,"NTHL1","N_Shelf","EPIC"
"cg19107511","chr12",52476217,"","S_Shelf","EPIC"
"cg00218469","chr8",131081924,"ASAP1;ASAP1","OpenSea","EPIC"
"cg08413603","chr1",192483045,"","OpenSea","EPIC"
"cg10578851","chr2",10437673,"","OpenSea","EPIC"
"cg08606441","chr14",55142748,"SAMD4A;SAMD4A","OpenSea","EPIC"
"cg17973977","chr14",91687281,"C14orf159;C14orf159;C14orf159;C14orf159;C14orf159;C14orf159;C14orf159;C14orf159","OpenSea","EPIC"
"cg26775538","chr19",815090,"LPPR3","Island","EPIC"
"cg22536332","chr1",159761162,"","OpenSea","EPIC"
"cg00448021","chr1",228640093,"","OpenSea","EPIC"
"cg07293353","chr16",1470935,"C16orf91","Island","EPIC"
"cg17285931","chr2",240205408,"HDAC4","OpenSea","EPIC"
"cg23649290","chr14",68613343,"RAD51B;RAD51B;RAD51B","OpenSea","EPIC"
"cg19881433","chr7",24922755,"OSBPL3;OSBPL3;OSBPL3;OSBPL3;OSBPL3;OSBPL3","OpenSea","EPIC"
"cg12608433","chr2",172945144,"MAP1D","Island","EPIC"
"cg02991129","chr11",46830480,"CKAP5;CKAP5","OpenSea","EPIC"
"cg01634544","chr14",71128147,"TTC9","OpenSea","EPIC"
"cg25983023","chr19",54312179,"NLRP12;NLRP12;NLRP12","OpenSea","EPIC"
"cg01481251","chr11",32912719,"","N_Shore","EPIC"
"cg13408712","chr11",129817591,"PRDM10;PRDM10;PRDM10;PRDM10","OpenSea","EPIC"
"cg03710029","chr17",79265601,"SLC38A10;SLC38A10","N_Shelf","EPIC"
"cg26823705","chr1",145435523,"NBPF20;NBPF10;NBPF10","OpenSea","EPIC"
"cg14438453","chr6",39786566,"DAAM2","OpenSea","EPIC"
"cg19958482","chr11",113746465,"USP28;USP28","Island","EPIC"
"cg01337339","chr4",147162763,"","OpenSea","EPIC"
"cg23578243","chr17",46652864,"HOXB3","N_Shore","EPIC"
"cg18410271","chr17",43472435,"ARHGAP27;ARHGAP27","N_Shore","EPIC"
"cg08198193","chr5",81146787,"","OpenSea","EPIC"
"cg14956201","chr5",14358153,"TRIO","OpenSea","EPIC"
"cg19458269","chr1",155949421,"ARHGEF2;ARHGEF2;ARHGEF2","S_Shore","EPIC"
"cg00144480","chr2",40987580,"","OpenSea","EPIC"
"cg04878826","chr1",117398001,"","OpenSea","EPIC"
"cg20404288","chr3",194023890,"LINC00887","OpenSea","EPIC"
"cg12933719","chr1",167195415,"POU2F1;POU2F1;POU2F1","OpenSea","EPIC"
"cg16164721","chr18",60725784,"","OpenSea","EPIC"
"cg22067676","chr6",126281331,"HINT3","S_Shelf","EPIC"
"cg14029001","chr6",41998500,"CCND3;CCND3","OpenSea","EPIC"
"cg21683914","chr4",86580345,"ARHGAP24","OpenSea","EPIC"
"cg26952862","chr12",9895800,"","OpenSea","EPIC"
"cg03337218","chr10",25189866,"PRTFDC1","OpenSea","EPIC"
"cg11624254","chr21",38729168,"","OpenSea","EPIC"
"cg09979523","chr20",25071315,"","OpenSea","EPIC"
"cg15665833","chr6",26285013,"","N_Shore","EPIC"
"cg25720264","chr12",19389751,"PLEKHA5;PLEKHA5","OpenSea","EPIC"
"cg20792833","chr11",67205195,"PTPRCAP","S_Shore","EPIC"
"cg04191427","chr17",78833259,"RPTOR;RPTOR","S_Shore","EPIC"
"cg10900641","chr11",1767793,"HCCA2;LOC402778","N_Shore","EPIC"
"cg23442292","chr5",134571189,"C5orf66","OpenSea","EPIC"
"cg05484734","chr18",53998503,"","OpenSea","EPIC"
"cg20152841","chr19",2073190,"MOBKL2A","N_Shelf","EPIC"
"cg12920798","chr19",41870331,"TMEM91;B9D2","S_Shore","EPIC"
"cg20879929","chr17",78847645,"RPTOR;RPTOR","N_Shore","EPIC"
"cg02475902","chr3",195542553,"","OpenSea","EPIC"
"cg15326645","chr2",220264835,"","OpenSea","EPIC"
"cg12047959","chr2",241990828,"SNED1","N_Shore","EPIC"
"cg20953257","chr19",11289349,"KANK2;KANK2","S_Shore","EPIC"
"cg21656960","chr11",2415887,"CD81;CD81","N_Shore","EPIC"
"cg11364125","chr18",9922735,"VAPA;VAPA","OpenSea","EPIC"
"cg14875327","chr3",197081654,"","OpenSea","EPIC"
"cg01264131","chr8",66749125,"PDE7A","OpenSea","EPIC"
"cg15154051","chr7",144483814,"TPK1;TPK1","OpenSea","EPIC"
"cg07628580","chr22",38819702,"","N_Shelf","EPIC"
"cg01994902","chr16",1576069,"IFT140","S_Shore","EPIC"
"cg24088496","chr11",96071506,"MAML2","OpenSea","EPIC"
"cg01163404","chr12",129822259,"TMEM132D","OpenSea","EPIC"
"cg13772414","chr2",222383060,"EPHA4","OpenSea","EPIC"
"cg02479789","chr10",63807920,"ARID5B;ARID5B","OpenSea","EPIC"
"cg06912282","chr1",1563001,"MIB2;MIB2;MIB2;MIB2;MIB2;MIB2","N_Shore","EPIC"
"cg15054429","chr17",46322297,"SKAP1;SKAP1","OpenSea","EPIC"
"cg13683827","chr12",47617751,"FAM113B","OpenSea","EPIC"
"cg13509147","chr19",4153603,"CREB3L3","OpenSea","EPIC"
"cg03832575","chr4",3371552,"RGS12;RGS12;RGS12","N_Shelf","EPIC"
"cg23356841","chr7",44779769,"","OpenSea","EPIC"
"cg17723958","chr12",124429295,"CCDC92","OpenSea","EPIC"
"cg01637169","chr3",13459281,"NUP210","N_Shore","EPIC"
"cg14389832","chr18",6732803,"","S_Shelf","EPIC"
"cg14074704","chr11",19850769,"NAV2;NAV2;NAV2;NAV2","OpenSea","EPIC"
"cg24509815","chr22",37523151,"IL2RB","OpenSea","EPIC"
"cg02392359","chr15",55572079,"RAB27A","OpenSea","EPIC"
"cg25750408","chr19",44159698,"PLAUR;PLAUR;PLAUR","OpenSea","EPIC"
"cg18442365","chr18",60924814,"BCL2","OpenSea","EPIC"
"cg15254759","chr1",38763833,"","OpenSea","EPIC"
"cg23600059","chr3",183980563,"CAMK2N2;ECE2","Island","EPIC"
"cg00332963","chr2",242093288,"PPP1R7;PPP1R7;PPP1R7;PPP1R7;PPP1R7;PPP1R7;PPP1R7","S_Shelf","EPIC"
"cg17117981","chr8",144410972,"TOP1MT","OpenSea","EPIC"
