,Raw Sites,Unique sites,Chromosome,Base Pair,Gene
,cg11571108,cg17614752,,,
,cg17484759,cg25832747,,,
,cg16327235,cg00851852,,,
,cg19267205,cg01709919,,,
,cg19657945,cg01086810,,,
,cg02348462,cg13419720,,,
,cg09261072,cg09969502,,,
,cg01689405,cg13213497,,,
,cg17391830,cg16553721,,,
,cg12893271,cg06537333,,,
,cg04101002,cg05209715,,,
,cg00891664,cg06607738,,,
,cg12298872,cg01747447,,,
,cg22708914,cg25445707,,,
,cg13903162,cg17840275,,,
,cg04695879,cg18758976,,,
,cg14543226,cg24129923,,,
,cg09889479,cg07893565,,,
,cg07561162,cg06882491,,,
,cg12065228,cg16421294,,,
,cg16402534,cg15886317,,,
,cg04310331,cg25218831,,,
,cg02096260,cg02578106,,,
,cg19932420,cg25402137,,,
,cg09370849,cg08260754,,,
,cg03151640,cg14768892,,,
,cg17542330,cg19880751,,,
,cg15526863,cg13671919,,,
,cg22486366,cg11224904,,,
,cg10460657,cg11377646,,,
,cg14440538,cg19862334,,,
,cg07690768,cg11748260,,,
,cg11129609,cg14851027,,,
,cg15653263,cg11903570,,,
,cg18930529,cg01403010,,,
,cg08159945,cg09489844,,,
,cg20005742,cg12777690,,,
,cg03348845,cg02875089,,,
,cg27457201,cg02871875,,,
,cg02835406,cg09376577,,,
,cg17081219,cg24155515,,,
,cg25308111,cg11699186,,,
,cg09762673,cg18994297,,,
,cg03393889,cg12732899,,,
,cg20349934,cg23720123,,,
,cg08731171,cg25834802,,,
,cg25009842,cg08209370,,,
,cg05664974,cg11122351,,,
,cg06571187,cg04243090,,,
,cg11326574,cg17107691,,,
,cg22499893,cg24003991,,,
,cg26897830,cg26695233,,,
,cg18956079,cg00476608,,,
,cg17078543,cg05053979,,,
,cg08039193,cg21182799,,,
,cg25550013,cg24777274,,,
,cg17782950,cg06644428,,,
,cg26096228,cg06570287,,,
,cg02612385,cg06799152,,,
,cg24238409,cg03194442,,,
,cg00923634,cg18213751,,,
,cg10762589,cg25523776,,,
,cg14781087,cg10089657,,,
,cg00729699,cg01679611,,,
,cg13825056,cg03910698,,,
,cg24408776,cg15965233,,,
,cg24000650,cg08120071,,,
,cg00704059,cg00362690,,,
,cg16409562,cg01804043,,,
,cg12085407,cg21593835,,,
,cg17818900,cg02737480,,,
,cg23850967,cg06588542,,,
,cg16301246,cg24039310,,,
,cg22348534,cg03883939,,,
,cg00570438,cg25481874,,,
,cg25345607,cg09632065,,,
,cg23069057,cg00232868,,,
,cg02884884,cg19730422,,,
,cg16549822,cg00478717,,,
,cg18060905,cg08029358,,,
,cg02642690,cg00840708,,,
,cg15562569,cg12735838,,,
,cg11449005,cg22451412,,,
,cg22984755,cg01751040,,,
,cg02237172,cg25650484,,,
,cg19764668,cg03656783,,,
,cg27191786,cg17036928,,,
,cg07136393,cg11992015,,,
,cg15020801,cg21045485,,,
,cg02722214,cg00627559,,,
,cg19572574,cg09123760,,,
,cg25282776,cg05958985,,,
,cg07056299,cg07893512,,,
,cg19379721,cg00039048,,,
,cg03217115,cg26614014,,,
,cg13371740,cg11630384,,,
,cg01378158,cg19384379,,,
,cg11095027,cg07504763,,,
,cg25504140,cg08421689,,,
,cg13532099,cg03635774,,,
,cg16274890,cg00857282,,,
,cg07491249,cg27540367,,,
,cg13227833,cg04332442,,,
,cg19818473,cg10457768,,,
,cg07693844,cg09842685,,,
,cg00509451,cg03836615,,,
,cg03896269,cg05348436,,,
,cg02097604,cg15579927,,,
,cg00504285,cg26574777,,,
,cg20659967,cg00447947,,,
,cg20525924,cg14873515,,,
,cg22690576,cg21815306,,,
,cg16881073,cg16782494,,,
,cg20484086,cg12115800,,,
,cg00754604,cg08995087,,,
,cg14527110,cg11095324,,,
,cg15007073,cg08150816,,,
,cg05432903,cg10587886,,,
,cg01304182,cg09279029,,,
,cg16238632,cg04094640,,,
,cg24714606,cg10585278,,,
,cg04326084,cg00630090,,,
,cg26546113,cg15831217,,,
,cg12275605,cg15777575,,,
,cg00186499,cg15827092,,,
,cg16969872,cg06589222,,,
,cg00094412,cg11603365,,,
,cg05491836,cg19501902,,,
,cg20727187,cg27123273,,,
,cg15544402,cg20509726,,,
,cg02378763,cg19443198,,,
,cg16246425,cg20733303,,,
,cg10032564,cg12620076,,,
,cg23511909,cg03527802,,,
,cg14615927,cg17815177,,,
,cg05612693,cg07386722,,,
,cg17480461,cg22759265,,,
,cg16152139,cg12428797,,,
,cg02947519,cg03722322,,,
,cg15582417,cg10317380,,,
,cg02372435,cg20467658,,,
,cg27646484,cg21595802,,,
,cg14747813,cg17118239,,,
,cg05203855,cg15308786,,,
,cg00014380,cg00853714,,,
,cg22711149,cg16533613,,,
,cg24924577,cg24600366,,,
,cg15145985,cg19145995,,,
,cg18590502,cg13405423,,,
,cg08151621,cg17498239,,,
,cg16526705,cg02375166,,,
,cg03396826,cg22143352,,,
,cg20065005,cg15998609,,,
,cg13240333,cg27617715,,,
,cg01307228,cg06243866,,,
,cg01176329,cg25318870,,,
,cg02988788,cg02203067,,,
,cg14024242,cg08815968,,,
,cg20379593,cg11399589,,,
,cg15028525,cg23670631,,,
,cg12238761,cg06795340,,,
,cg23923854,cg22694749,,,
,cg02003183,cg17827770,,,
,cg01256264,cg25371503,,,
,cg20156413,cg01149275,,,
,cg07499142,cg11998004,,,
,cg01062024,cg08973191,,,
,cg08594100,cg02679375,,,
,cg03135835,cg12554634,,,
,cg17301216,cg27064949,,,
,cg24555528,cg22143387,,,
,cg25632986,cg05453242,,,
,cg02385309,cg21574629,,,
,cg02812809,cg17466151,,,
,cg24214602,cg06062640,,,
,cg09151120,cg15848479,,,
,cg22095582,cg00199799,,,
,cg21846903,cg27121095,,,
,cg14138801,cg19004565,,,
,cg03589820,cg25950638,,,
,cg14014731,cg09448652,,,
,cg15878300,cg09217258,,,
,cg13702217,cg16461996,,,
,cg03636488,cg05358181,,,
,cg21993290,cg24386849,,,
,cg14701959,cg16177250,,,
,cg00013530,cg16352321,,,
,cg00626957,cg05487748,,,
,cg23265542,cg05786554,,,
,cg19093370,cg22661501,,,
,cg24130673,cg11784631,,,
,cg07523655,cg07432164,,,
,cg22730029,cg11378067,,,
,cg02586198,cg09641642,,,
,cg12069540,cg09638286,,,
,cg19289287,cg05125838,,,
,cg13136003,cg05004640,,,
,cg09408629,cg05603985,,,
,cg09977718,cg02876760,,,
,cg05273639,cg24491028,,,
,cg07808610,cg16422816,,,
,cg04459437,cg07023764,,,
,cg15363332,cg04961225,,,
,cg15848159,cg21635197,,,
,cg08320670,cg14930341,,,
,cg03482769,cg27372654,,,
,cg01067137,cg11911919,,,
,cg16925459,cg23168456,,,
,cg11613559,cg20750889,,,
,cg25912032,cg14686533,,,
,cg10531355,cg24123792,,,
,cg19089328,cg04119529,,,
,cg19859756,cg12004614,,,
,cg11637118,cg19371711,,,
,cg14871035,cg00721951,,,
,cg22037492,cg16878641,,,
,cg21719817,cg23372375,,,
,cg08971468,cg21337881,,,
,cg17056629,cg09144769,,,
,cg25957379,cg11537849,,,
,cg26301974,cg12603236,,,
,cg01370759,cg26100149,,,
,cg00594278,cg09820525,,,
,cg21152304,cg05136179,,,
,cg22199562,cg10777481,,,
,cg23631370,cg12758082,,,
,cg01799033,cg02749265,,,
,cg20873023,cg20544516,,,
,cg19107511,cg00575896,,,
,cg00218469,cg01869657,,,
,cg08413603,cg08668662,,,
,cg10578851,cg20423384,,,
,cg08606441,cg03580247,,,
,cg17973977,cg02531939,,,
,cg26775538,cg24227782,,,
,cg22536332,cg02220284,,,
,cg00448021,cg07517549,,,
,cg07293353,cg22664560,,,
,cg09326440,cg16525157,,,
,cg24301690,cg02948444,,,
,cg17285931,cg03482883,,,
,cg23649290,cg20019410,,,
,cg16008966,cg27179353,,,
,cg19881433,cg08574423,,,
,cg12608433,cg24821680,,,
,cg02991129,cg00227093,,,
,cg01634544,cg03954453,,,
,cg25983023,cg00457494,,,
,cg01481251,cg03782943,,,
,cg13408712,cg05254511,,,
,cg03710029,cg26689341,,,
,cg26823705,cg15380836,,,
,cg14438453,cg14973055,,,
,cg19958482,cg10192877,,,
,cg01337339,cg19916943,,,
,cg22425466,cg05215546,,,
,cg23578243,cg16460669,,,
,cg18410271,cg25773695,,,
,cg08198193,cg22214659,,,
,cg14956201,cg11523799,,,
,cg03107987,cg24408488,,,
,cg19458269,cg06206136,,,
,cg00144480,cg09956442,,,
,cg05991220,cg20056593,,,
,cg04878826,cg26554385,,,
,cg20404288,cg11640529,,,
,cg12933719,cg15197657,,,
,cg11624345,cg23880946,,,
,cg16164721,cg21947426,,,
,cg22067676,cg13416193,,,
,cg14029001,cg04014328,,,
,cg21683914,cg13138441,,,
,cg26952862,cg09655822,,,
,cg03337218,cg03739378,,,
,cg11624254,cg14347274,,,
,cg09979523,cg16962933,,,
,cg15665833,cg10174146,,,
,cg25720264,cg26894302,,,
,cg20792833,cg19321776,,,
,cg04191427,cg20924634,,,
,cg10900641,cg03442477,,,
,cg23442292,cg27229484,,,
,cg05484734,cg06072231,,,
,cg25197194,cg14934396,,,
,cg20152841,cg20607331,,,
,cg12920798,cg14512932,,,
,cg20879929,cg14688299,,,
,cg02475902,cg09744887,,,
,cg00247963,cg05136804,,,
,cg15326645,cg27517116,,,
,cg25302603,cg01881828,,,
,cg12047959,cg21924073,,,
,cg20953257,cg02453046,,,
,cg21656960,cg22516162,,,
,cg11364125,cg15954235,,,
,cg14875327,cg26585845,,,
,cg01264131,cg13487575,,,
,cg15154051,cg09244312,,,
,cg11370064,cg06407284,,,
,cg07628580,cg05724995,,,
,cg01994902,cg06178887,,,
,cg14205864,cg11082684,,,
,cg24088496,cg02973930,,,
,cg12269535,cg16156954,,,
,cg06829760,cg04074254,,,
,cg15971496,cg05869491,,,
,cg03734391,cg14613901,,,
,cg01163404,cg13617964,,,
,cg13772414,cg11078828,,,
,cg02479789,cg10461390,,,
,cg06912282,cg14667838,,,
,cg21048162,cg18121426,,,
,cg15054429,cg09201221,,,
,cg13683827,cg13571606,,,
,cg13509147,cg09745633,,,
,cg03832575,cg26769493,,,
,cg23356841,cg05501148,,,
,cg17723958,cg17341313,,,
,cg01637169,cg12470768,,,
,cg14389832,cg12362977,,,
,cg00045114,cg03146079,,,
,cg14074704,cg20493075,,,
,cg24509815,cg00688311,,,
,cg02392359,cg20503109,,,
,cg25750408,cg09246964,,,
,cg18442365,cg25773262,,,
,cg15254759,cg15733111,,,
,cg23600059,cg21453938,,,
,cg00332963,cg15418935,,,
,cg17117981,cg10608465,,,
,cg25479215,cg17416793,,,
,cg19202384,cg24940001,,,
,cg23313228,cg07176692,,,
,cg23831876,cg11732178,,,
,cg25239977,cg25343280,,,
,cg16744973,cg03899612,,,
,cg14679780,cg15194019,,,
,cg03398958,cg05194346,,,
,cg02938032,cg07872558,,,
,cg05788043,cg27627570,,,
,cg22711082,cg00771685,,,
,cg13767707,cg11893101,,,
,cg03537644,cg09382966,,,
,cg01880824,cg20915212,,,
,cg09080576,cg25289106,,,
,cg09585333,cg18657140,,,
,cg16533495,cg12989718,,,
,cg21841085,cg23064202,,,
,cg05483048,cg16942327,,,
,cg10369245,cg26249510,,,
,cg06170374,cg16317421,,,
,cg19988235,cg19211222,,,
,cg02882216,cg26432350,,,
,cg19360969,cg14139311,,,
,cg27586885,cg16324121,,,
,cg13934472,cg04003836,,,
,cg01291392,cg12005819,,,
,cg10022349,cg16190857,,,
,cg24170465,cg23732080,,,
,cg03019033,cg13397491,,,
,cg04804052,cg21016666,,,
,cg24620139,cg06314739,,,
,cg16908501,cg13876222,,,
,cg23130769,cg07738306,,,
,cg23758733,cg15490565,,,
,cg21925493,cg02631286,,,
,cg24110540,cg14827056,,,
,cg16361543,cg10488013,,,
,cg18353801,cg13640390,,,
,cg10474793,cg00765114,,,
,cg04192408,cg16100392,,,
,cg07717661,cg15113351,,,
,cg21914119,cg26337010,,,
,cg18654102,cg09363143,,,
,cg16313113,cg10474004,,,
,cg12967653,cg09796270,,,
,cg21361083,cg07467618,,,
,cg02640255,cg07934731,,,
,cg11714502,cg16987984,,,
,cg13381521,cg00995327,,,
,cg01383911,cg26250129,,,
,cg26091247,cg13473880,,,
,cg03506344,cg06854048,,,
,cg22193657,cg20344372,,,
,cg02362620,cg24077080,,,
,cg00672192,cg13112407,,,
,cg09224529,cg06151625,,,
,cg13549638,cg21292152,,,
,cg03605542,cg07243147,,,
,cg24704554,cg03510223,,,
,cg04132263,cg17370665,,,
,cg19077645,cg02919794,,,
,cg27440979,cg21901156,,,
,cg27637303,cg14175802,,,
,cg02538135,cg04947258,,,
,cg26774981,cg23484778,,,
,cg27480083,cg12152651,,,
,cg06186155,cg24725146,,,
,cg12543949,cg21651867,,,
,cg09095403,cg15868302,,,
,cg19561508,cg24199203,,,
,cg25102206,cg21983245,,,
,cg09063663,cg03828691,,,
,cg15656917,cg05993525,,,
,cg03864397,cg19665163,,,
,cg21281638,cg14114835,,,
,cg02911309,cg05432083,,,
,cg03024979,cg03172058,,,
,cg17434811,cg04241189,,,
,cg21814633,cg27128467,,,
,cg20238678,cg12690401,,,
,cg02578470,cg20197989,,,
,cg01395261,cg23133335,,,
,cg15832662,cg16311415,,,
,cg17614752,cg14576521,,,
,cg25832747,cg18123043,,,
,cg00851852,cg08873300,,,
,cg01709919,cg26875478,,,
,cg01086810,cg05868158,,,
,cg13419720,cg05396392,,,
,cg04569152,cg00370047,,,
,cg09969502,cg04977602,,,
,cg13213497,cg11176595,,,
,cg16553721,cg19174634,,,
,cg06537333,cg09286367,,,
,cg05209715,cg20921854,,,
,cg06607738,cg20140933,,,
,cg01747447,cg13308080,,,
,cg25445707,cg21632014,,,
,cg17840275,cg07631435,,,
,cg18758976,cg17314566,,,
,cg24129923,cg24555816,,,
,cg07893565,cg03996539,,,
,cg12182124,cg02665929,,,
,cg06882491,cg23460275,,,
,cg16421294,cg01881899,,,
,cg15886317,cg14483391,,,
,cg25218831,cg04104329,,,
,cg02578106,cg02456062,,,
,cg25402137,cg14507533,,,
,cg08260754,cg05612654,,,
,cg14768892,cg20797905,,,
,cg19880751,cg23448820,,,
,cg13671919,cg03831862,,,
,cg11224904,cg12281249,,,
,cg11377646,cg06678608,,,
,cg19862334,cg12903001,,,
,cg11748260,cg01349024,,,
,cg14851027,cg01117339,,,
,cg11903570,cg06672051,,,
,cg01403010,cg11775528,,,
,cg09489844,cg25361106,,,
,cg12777690,cg06825457,,,
,cg02875089,cg21650436,,,
,cg02871875,cg24723744,,,
,cg09376577,cg27508960,,,
,cg24155515,cg01971393,,,
,cg11699186,cg11489945,,,
,cg18994297,cg07211239,,,
,cg12732899,cg08324758,,,
,cg23720123,cg10733692,,,
,cg25834802,cg01906801,,,
,cg08209370,cg15488912,,,
,cg11122351,cg04157865,,,
,cg04243090,cg25792439,,,
,cg17107691,cg13724812,,,
,cg24003991,cg21322513,,,
,cg26695233,cg10410419,,,
,cg00476608,cg04541799,,,
,cg05053979,cg07905908,,,
,cg21182799,cg23204810,,,
,cg24777274,cg06502149,,,
,cg06644428,cg08251636,,,
,cg06570287,cg16673514,,,
,cg06799152,cg01318557,,,
,cg03194442,cg21522988,,,
,cg18213751,cg10874314,,,
,cg19925599,cg04977760,,,
,cg25523776,cg19346815,,,
,cg10089657,cg09065742,,,
,cg18432441,cg03197253,,,
,cg01679611,cg05295015,,,
,cg03910698,cg25043021,,,
,cg15965233,cg13279457,,,
,cg08120071,cg25757697,,,
,cg00362690,cg05395817,,,
,cg01804043,cg14606328,,,
,cg21593835,cg06222917,,,
,cg02737480,cg22196855,,,
,cg06588542,cg24937000,,,
,cg24039310,cg23503101,,,
,cg03883939,cg12077460,,,
,cg25481874,cg16051275,,,
,cg10142520,cg14115749,,,
,cg09632065,cg08564235,,,
,cg00232868,cg00093930,,,
,cg19730422,cg14199661,,,
,cg00478717,cg05074554,,,
,cg08029358,cg05368971,,,
,cg00105640,cg10256405,,,
,cg00840708,cg10024100,,,
,cg12735838,cg09046994,,,
,cg22451412,cg17860566,,,
,cg01751040,cg07466788,,,
,cg25650484,cg06623625,,,
,cg03656783,cg25856474,,,
,cg17036928,cg02630770,,,
,cg11992015,cg17312004,,,
,cg21045485,cg06532212,,,
,cg00627559,cg00541293,,,
,cg09123760,cg01561259,,,
,cg05958985,cg07484739,,,
,cg07893512,cg04779720,,,
,cg00039048,cg11885433,,,
,cg26614014,cg00771161,,,
,cg11630384,cg22082462,,,
,cg19384379,cg05725703,,,
,cg07504763,cg23829395,,,
,cg08421689,cg12731993,,,
,cg03635774,cg01891124,,,
,cg00857282,cg18555173,,,
,cg27540367,cg02185182,,,
,cg20941894,cg26413501,,,
,cg04332442,cg18124777,,,
,cg10457768,cg20726907,,,
,cg20522675,cg08908659,,,
,cg09842685,cg19264957,,,
,cg03836615,cg13224161,,,
,cg05348436,cg09741846,,,
,cg15579927,cg02233071,,,
,cg26574777,cg03171142,,,
,cg00447947,cg12350474,,,
,cg14873515,cg00331081,,,
,cg21815306,cg01101332,,,
,cg16782494,cg05420640,,,
,cg12115800,cg25998745,,,
,cg08995087,cg01365708,,,
,cg11095324,cg11672879,,,
,cg08150816,cg04755966,,,
,cg10587886,cg06373648,,,
,cg21626848,cg25734726,,,
,cg09279029,cg21730926,,,
,cg04094640,cg03348792,,,
,cg10585278,cg22123554,,,
,cg00630090,cg06938558,,,
,cg26687579,cg05149231,,,
,cg15831217,cg16302233,,,
,cg15777575,cg21461927,,,
,cg15827092,cg15783691,,,
,cg06589222,cg26039480,,,
,cg11603365,cg20233834,,,
,cg19501902,cg16560579,,,
,cg27123273,cg24315629,,,
,cg20509726,cg06145903,,,
,cg19443198,cg00082332,,,
,cg20733303,cg08110950,,,
,cg11253416,cg24431966,,,
,cg12620076,cg20364838,,,
,cg03527802,cg05074328,,,
,cg20625334,cg20154932,,,
,cg17815177,cg18774692,,,
,cg07386722,cg18895476,,,
,cg22759265,cg08009534,,,
,cg12428797,cg16955166,,,
,cg03722322,cg25035908,,,
,cg10317380,cg10251229,,,
,cg20467658,cg19346873,,,
,cg21595802,cg00172614,,,
,cg17118239,cg06577850,,,
,cg03339609,cg13443284,,,
,cg15308786,cg00886465,,,
,cg00853714,cg18431951,,,
,cg16533613,cg09708200,,,
,cg24600366,cg01871688,,,
,cg19145995,cg07611488,,,
,cg13405423,cg21864755,,,
,cg17498239,cg22222502,,,
,cg02375166,cg20717792,,,
,cg22143352,cg07185006,,,
,cg15998609,cg24524786,,,
,cg03286774,cg20674424,,,
,cg27617715,cg08657424,,,
,cg06243866,cg07512206,,,
,cg25318870,cg18739367,,,
,cg02203067,cg17041051,,,
,cg08815968,cg16589843,,,
,cg11399589,cg02311073,,,
,cg23670631,cg05498649,,,
,cg06795340,cg12685962,,,
,cg11826008,cg09078948,,,
,cg22694749,cg04253185,,,
,cg17827770,cg26385283,,,
,cg25371503,cg00805193,,,
,cg10370262,cg22479226,,,
,cg01149275,cg24409666,,,
,cg11998004,cg22831526,,,
,cg08973191,cg23720406,,,
,cg02679375,cg02752076,,,
,cg12554634,cg15804598,,,
,cg27064949,cg27161954,,,
,cg22143387,cg00944808,,,
,cg05453242,cg23588307,,,
,cg04682775,cg15370260,,,
,cg21574629,cg24751717,,,
,cg17466151,cg15687221,,,
,cg19668951,cg13258774,,,
,cg06062640,cg25461369,,,
,cg18482892,cg06027207,,,
,cg15848479,cg20372666,,,
,cg00199799,cg06360218,,,
,cg27121095,cg25344017,,,
,cg19004565,cg13077865,,,
,cg25950638,cg06080300,,,
,cg09448652,cg01740202,,,
,cg17192599,cg09642075,,,
,cg09217258,cg14140268,,,
,cg16461996,cg25702859,,,
,cg05358181,cg12267800,,,
,cg00294109,cg10632566,,,
,cg24386849,cg02980023,,,
,cg16177250,cg13986762,,,
,cg16352321,cg21730797,,,
,cg05487748,cg01106572,,,
,cg05786554,cg05543546,,,
,cg00210249,cg05331340,,,
,cg22661501,cg26070441,,,
,cg11784631,cg01252496,,,
,cg07252792,cg17500228,,,
,cg07432164,cg27373604,,,
,cg11378067,cg17245576,,,
,cg09641642,cg07569906,,,
,cg23325384,cg00121045,,,
,cg09638286,cg22907189,,,
,cg05125838,cg01892389,,,
,cg05004640,cg16494977,,,
,cg05603985,cg20288565,,,
,cg02876760,cg16537483,,,
,cg24491028,cg12471836,,,
,cg16422816,cg27325404,,,
,cg07023764,cg03872375,,,
,cg04961225,cg18006944,,,
,cg21635197,cg16776035,,,
,cg14930341,cg06947286,,,
,cg27372654,cg07754933,,,
,cg11911919,cg15565234,,,
,cg23168456,cg09286373,,,
,cg20750889,cg08087541,,,
,cg14686533,cg27518544,,,
,cg24123792,cg15449073,,,
,cg04119529,cg13667389,,,
,cg12004614,cg21618481,,,
,cg19371711,cg24422927,,,
,cg00721951,cg15860624,,,
,cg16878641,cg10992974,,,
,cg23372375,cg11961947,,,
,cg21337881,cg01412907,,,
,cg09144769,cg21995800,,,
,cg11537849,cg09465516,,,
,cg12603236,cg06288316,,,
,cg26100149,cg25213350,,,
,cg09820525,cg20962469,,,
,cg05136179,cg10270055,,,
,cg01182455,cg07547492,,,
,cg10777481,cg23407476,,,
,cg12758082,cg14150298,,,
,cg02749265,cg08596394,,,
,cg06230847,cg02838895,,,
,cg20544516,cg10073856,,,
,cg00575896,cg07210017,,,
,cg01869657,cg06515037,,,
,cg08668662,cg17817613,,,
,cg20423384,cg21287512,,,
,cg03580247,cg12349646,,,
,cg02531939,cg12598730,,,
,cg24227782,cg02716826,,,
,cg02220284,cg12561175,,,
,cg07517549,cg06444395,,,
,cg22664560,cg03549779,,,
,cg16525157,cg24769846,,,
,cg02948444,cg24243879,,,
,cg03482883,cg12780693,,,
,cg19805377,cg22340807,,,
,cg15821562,cg18823710,,,
,cg20019410,cg08791922,,,
,cg27179353,cg18693547,,,
,cg22467468,cg07190151,,,
,cg08574423,cg05901787,,,
,cg24821680,cg16111104,,,
,cg09823543,cg10053912,,,
,cg00227093,cg06343740,,,
,cg03954453,cg22297704,,,
,cg00457494,cg03991512,,,
,cg03782943,cg16299559,,,
,cg05254511,cg06436631,,,
,cg26689341,cg23200873,,,
,cg15380836,cg02221604,,,
,cg01137537,cg26804911,,,
,cg14973055,cg25433219,,,
,cg10192877,cg02966969,,,
,cg23036683,cg26672076,,,
,cg19916943,cg07836091,,,
,cg05215546,cg03995933,,,
,cg16460669,cg26266934,,,
,cg25773695,cg23634251,,,
,cg22214659,cg00739259,,,
,cg11523799,cg08878896,,,
,cg24408488,cg06860600,,,
,cg02101876,cg02722672,,,
,cg06206136,cg10773047,,,
,cg09956442,cg24856518,,,
,cg20056593,cg10741934,,,
,cg18806193,cg23570968,,,
,cg26554385,cg12266022,,,
,cg11640529,cg19723657,,,
,cg15197657,cg00944304,,,
,cg23880946,cg10641011,,,
,cg21947426,cg11969003,,,
,cg13416193,cg21574064,,,
,cg04014328,cg01228174,,,
,cg13138441,cg04819580,,,
,cg09655822,cg17978262,,,
,cg19510478,cg22110282,,,
,cg03739378,cg00084577,,,
,cg14347274,cg20702870,,,
,cg16962933,cg20971610,,,
,cg10174146,cg05538508,,,
,cg26894302,cg25043129,,,
,cg19321776,cg17739764,,,
,cg20924634,cg09877334,,,
,cg03442477,cg16116203,,,
,cg27229484,cg02435472,,,
,cg06072231,cg04394707,,,
,cg14934396,cg10440877,,,
,cg20607331,cg03217411,,,
,cg02506360,cg08462367,,,
,cg14512932,cg07516789,,,
,cg14688299,cg10675988,,,
,cg09744887,cg13030582,,,
,cg05136804,cg07781445,,,
,cg27517116,cg03904891,,,
,cg01881828,cg12336290,,,
,cg21924073,cg10170269,,,
,cg02453046,cg10388525,,,
,cg22516162,cg12264322,,,
,cg15954235,cg24379085,,,
,cg26585845,cg00940514,,,
,cg13487575,cg14141710,,,
,cg09244312,cg02387455,,,
,cg06407284,cg18815779,,,
,cg05724995,cg13429095,,,
,cg06178887,cg02343439,,,
,cg11082684,cg26605427,,,
,cg02973930,cg08687540,,,
,cg16156954,cg13016664,,,
,cg04074254,cg14260083,,,
,cg05869491,cg01899620,,,
,cg14613901,cg00666295,,,
,cg13617964,cg26976064,,,
,cg11078828,cg09361094,,,
,cg10461390,cg11414633,,,
,cg14667838,cg23712594,,,
,cg18121426,cg09101721,,,
,cg09201221,cg09929238,,,
,cg13571606,cg13300231,,,
,cg09745633,cg13269555,,,
,cg26769493,cg26987083,,,
,cg11064833,cg14760861,,,
,cg05501148,cg01792368,,,
,cg17341313,cg21002674,,,
,cg12470768,cg14856996,,,
,cg12362977,cg17220152,,,
,cg03146079,cg22886575,,,
,cg20493075,cg13049960,,,
,cg00688311,cg21852712,,,
,cg20503109,cg05333368,,,
,cg09246964,cg01990216,,,
,cg25773262,cg10896446,,,
,cg15733111,cg16436225,,,
,cg21453938,cg06305933,,,
,cg15418935,cg15199542,,,
,cg10608465,cg16992860,,,
,cg17416793,cg19178585,,,
,cg24940001,cg21103992,,,
,cg07176692,cg07309904,,,
,cg11732178,cg07330114,,,
,cg25343280,cg12470493,,,
,cg03899612,ch.10.295680R,,,
,cg15194019,cg11973302,,,
,cg05194346,cg18190310,,,
,cg07872558,cg27181142,,,
,cg27627570,cg04635671,,,
,cg00771685,cg26343183,,,
,cg11893101,cg14744772,,,
,cg09382966,cg19645861,,,
,cg05112617,cg19906122,,,
,cg20915212,cg23719207,,,
,cg25289106,cg04337403,,,
,cg18657140,cg17716039,,,
,cg12989718,cg25689728,,,
,cg23064202,cg25317210,,,
,cg16942327,cg00470351,,,
,cg26249510,cg21277192,,,
,cg16317421,cg06093703,,,
,cg05307301,cg17488500,,,
,cg19211222,cg12361262,,,
,cg26432350,cg06316211,,,
,cg14139311,cg14896076,,,
,cg16324121,cg02266624,,,
,cg04003836,cg10223198,,,
,cg12005819,cg06316056,,,
,cg16190857,cg09789697,,,
,cg23732080,cg02810967,,,
,cg09245003,cg18611360,,,
,cg13397491,cg08752433,,,
,cg21016666,cg00859866,,,
,cg06314739,cg13740187,,,
,cg13876222,cg17649443,,,
,cg07738306,cg20823803,,,
,cg00263146,cg14968732,,,
,cg24334029,cg18575406,,,
,cg15490565,cg26781524,,,
,cg02631286,cg08006734,,,
,cg14827056,cg09086326,,,
,cg10488013,cg05081546,,,
,cg13640390,cg15652790,,,
,cg00765114,cg05800564,,,
,cg27230067,cg04218812,,,
,cg16100392,cg15079934,,,
,cg15113351,cg05475649,,,
,cg11100157,cg14395761,,,
,cg26337010,cg06550100,,,
,cg09363143,cg25727825,,,
,cg10474004,cg08349425,,,
,cg09796270,cg02453726,,,
,cg07467618,cg04465255,,,
,cg07934731,cg06148480,,,
,cg16987984,cg16921772,,,
,cg00995327,cg15043342,,,
,cg26250129,cg00584370,,,
,cg13473880,cg17820448,,,
,cg06854048,cg20822254,,,
,cg20344372,cg24802351,,,
,cg24077080,cg16993186,,,
,cg13112407,cg07201822,,,
,cg06151625,cg18077307,,,
,cg21292152,cg05299572,,,
,cg16951566,cg08722675,,,
,cg07243147,cg16607349,,,
,cg03510223,cg05194102,,,
,cg17370665,cg16802137,,,
,cg02919794,cg05479376,,,
,cg21901156,cg19110943,,,
,cg14175802,cg03583601,,,
,cg04947258,cg02687169,,,
,cg04010446,cg00684075,,,
,cg23484778,cg11704068,,,
,cg12152651,cg09450200,,,
,cg24725146,cg02511440,,,
,cg21651867,cg08545632,,,
,cg15868302,cg00096267,,,
,cg24199203,cg21587837,,,
,cg21983245,cg21496408,,,
,cg03828691,cg09194657,,,
,cg05993525,cg25613180,,,
,cg19665163,cg14217107,,,
,cg14114835,cg22207584,,,
,cg05432083,cg03190891,,,
,cg03172058,cg20061371,,,
,cg04241189,cg21141410,,,
,cg27128467,cg04689607,,,
,cg12690401,cg02165978,,,
,cg20197989,cg27618792,,,
